,branchNumber,type,openDate,id,iban,balance,currency,cust_id
104,532,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c6d1fc67-4491-47eb-9296-af0459291075,,3522.81,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_b66b6077-4c6e-4e9f-b228-5761c75187c8
105,532,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4985d669-f69b-4334-bb17-677c5612b7b0,,11592.56,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_b66b6077-4c6e-4e9f-b228-5761c75187c8
106,1033,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_df33d5e2-5532-4ad3-90e7-98b7f00b1d4b,,11819.7,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_74fb4b75-4595-4a28-89fd-a86cc412fcdd
107,1033,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_376286b7-e541-4602-ae60-32ecfd70a687,,15681.2,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_74fb4b75-4595-4a28-89fd-a86cc412fcdd
108,87,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_fc1f109d-4f8a-4a97-8630-206f290c0e0d,,21838.87,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_d1897008-db64-472c-990c-985793885482
109,87,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_921bf482-2aa5-4231-bcbc-a786613b6ddc,,15135.36,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_d1897008-db64-472c-990c-985793885482
110,12180,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_7fd1e80e-6f54-4f48-b966-54ed05933e7f,,13847.58,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_ddb893b0-069f-4814-9dac-1d498bd5d93d
111,12180,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c228edb1-6902-42ed-9ce7-049f6b625f67,,12130.56,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_ddb893b0-069f-4814-9dac-1d498bd5d93d
112,252,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_388db151-2d3d-4e71-ba01-a22619dfb397,,30.53,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_824bb9f0-b72c-4c3b-a245-25fd739651d4
113,252,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_ffc585cd-384a-49b4-a451-9ecd9740d669,,115.48,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_824bb9f0-b72c-4c3b-a245-25fd739651d4
114,13972,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_ab99b2c7-b5cb-4137-90c6-3f03b65ed32f,,22068.5,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_5388a190-472c-4621-b53c-816945fb9a8a
115,13972,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_3475d9e0-6938-4555-91ab-25aa12297aba,,19530.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_5388a190-472c-4621-b53c-816945fb9a8a
116,153,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_0ce6203a-bd4c-499e-9edc-b2c6b5f0abc1,,27541.83,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_71c74f39-d1cf-43c4-a3a7-9ebbb8f21ea8
117,153,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c8d548cd-dd29-407a-859b-cf5c6993adc4,,17278.34,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_71c74f39-d1cf-43c4-a3a7-9ebbb8f21ea8
118,1550,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e0f4ab76-c418-4d61-884c-e243dac5bf0f,,8196.07,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_6e230d27-7473-4d35-b542-d15bcb6f28f1
119,1550,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_b1af5060-11b5-49d2-bb3c-80afb1625938,,12635.6,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_6e230d27-7473-4d35-b542-d15bcb6f28f1
120,327,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_5ac118a7-faf8-473e-b5fb-d1623ecb767c,,12909.45,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_63dfd7fe-2a18-4925-897e-4029ce4160ed
121,327,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_43336e4a-185c-4c5a-a29f-eac5e9bf4d1c,,15713.52,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_63dfd7fe-2a18-4925-897e-4029ce4160ed
122,1636,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_77afc4d7-27d4-44d0-867b-f9d88fa70a5a,,7969.42,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_4a5004da-71e0-4d7d-9f52-2c31c41fd3e5
123,1636,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_983b3c17-8d5c-47f8-a6e8-94a399e3ca35,,4443.62,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_4a5004da-71e0-4d7d-9f52-2c31c41fd3e5
124,1857,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_3a6bc057-2662-452a-85f0-b36aa9cc99bd,,13088.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_982d85ca-7637-4626-9d00-9585642c93c1
125,1857,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_7c78eebc-f496-4a9a-8856-6dc99e4cb84b,,10198.56,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_982d85ca-7637-4626-9d00-9585642c93c1
126,374,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e57393e1-7513-4c94-9e6d-132f33aa107c,,37856.6,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_69467ed9-4ef4-48b6-a34c-a15a49ddb147
127,374,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_bc4e2599-e177-4255-9450-b0508e09b4a9,,22962.96,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_69467ed9-4ef4-48b6-a34c-a15a49ddb147
128,1198,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_bc7cb51e-d2eb-4e80-b8ec-5eb227b141f0,,67368.69,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c4e480cb-6e00-4a7b-928f-56b2280cbf5c
129,1198,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a1404004-1886-42b4-bb48-905190f25c0a,,38993.64,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c4e480cb-6e00-4a7b-928f-56b2280cbf5c
130,1795,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_33e20c2e-8f8a-4714-8563-5c6fbd9afee2,,10282.73,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_ee583578-1b24-462c-8d2e-175542e4039d
131,1795,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a31c1ff4-b66f-43b3-b1e0-f831c9234a93,,11354.9,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_ee583578-1b24-462c-8d2e-175542e4039d
132,532,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_00b85a3e-9167-4d44-b902-d96c41a778eb,,38722.41,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_4a767592-7029-44cc-a65c-f0ace31196e1
133,532,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e276a12d-b48e-4c04-bfc9-ac129f0d9e6e,,33830.4,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_4a767592-7029-44cc-a65c-f0ace31196e1
134,1080,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_fe0a2100-c93b-4dd8-9b29-8248c12b1513,,8665.43,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_3a5852d2-3fb6-432f-96b6-afc5475e7fdc
135,1080,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_cd408adc-2204-46d3-b084-bc6dfe8b8928,,13026.18,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_3a5852d2-3fb6-432f-96b6-afc5475e7fdc
136,12082,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a1b7ab64-e8c7-46e5-8286-70c82b0ee3b9,,9106.97,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_002dbf20-304b-436f-931a-bca5db2dc3f0
137,12082,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4bab5df0-e11c-4199-9bb0-696421298e53,,24991.46,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_002dbf20-304b-436f-931a-bca5db2dc3f0
138,1800,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_9ec8442f-234f-4069-a876-1604fd0e1af0,,26422.19,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c5a2b34f-1f0d-4384-8748-46a0fc34db25
139,1800,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_98772584-9f7d-4dc0-aa46-d11192787b30,,22744.6,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c5a2b34f-1f0d-4384-8748-46a0fc34db25
140,51,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_8a5eabb3-fad8-4451-89a1-37dc32f9dd13,,60313.7,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_710e98cc-f86c-405e-8660-a260306bba4c
141,51,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_42cf36e7-5972-4bc8-b691-bec7f98f9293,,46749.2,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_710e98cc-f86c-405e-8660-a260306bba4c
142,231,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_3d53174e-5f6f-4c98-a1dd-306ba5dca882,,20862.18,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_af7c7f13-f930-4a4e-8837-b52d8453d223
143,231,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_ede72e35-8fff-4fff-9257-b9b6260128dc,,21972.48,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_af7c7f13-f930-4a4e-8837-b52d8453d223
144,1640,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_468f549e-91d8-4380-aca4-b8bbb0490619,,-15127.43,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_16bf9560-efab-4d98-81b2-376331d15498
145,1640,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a51ce80c-0293-40c2-ab2f-77d44b9462a8,,21877.24,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_16bf9560-efab-4d98-81b2-376331d15498
146,1354,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d420994d-2af1-49a1-a4b2-46e2e5249a93,,1783.5,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f4dbce68-43e7-4375-9bc0-d6fd8f2472d8
147,1354,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_01323b90-8df4-4cee-b1f0-085293bd7b7a,,9438.16,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f4dbce68-43e7-4375-9bc0-d6fd8f2472d8
148,1304,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a3ddd026-9bc0-400d-9625-a711ea0f12fb,,17559.7,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f29f27aa-e61a-4641-aeb8-6013a960d245
149,1304,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_592848bb-5b33-4518-a3e1-c9a4f70586bd,,12653.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f29f27aa-e61a-4641-aeb8-6013a960d245
150,1444,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6d2af1a3-fdd2-42b3-97ea-e8950d524cdf,,0.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_8afc6295-5f75-42cb-94b1-0468223d0d2e
151,1444,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_bf3ffe12-5079-490d-ba3f-b09ca412cd3c,,0.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_8afc6295-5f75-42cb-94b1-0468223d0d2e
152,531,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e93e2065-0d7b-4e26-bec1-eb844d071683,,987.94,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_eedd9a02-a334-43ca-81da-58d3dcfea77a
153,531,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e87aede5-6e8c-4432-ac8e-4e1e97d7fde9,,95.88,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_eedd9a02-a334-43ca-81da-58d3dcfea77a
154,531,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d3f36a99-0396-4113-ad8d-bc01c19ce538,,8475.27,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_81bd75d0-dc2c-4655-9778-2045cbf1436d
155,531,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_fffaca1f-c1d8-44f6-9637-a8dc2131465f,,13044.38,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_81bd75d0-dc2c-4655-9778-2045cbf1436d
156,1584,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c471381a-05da-479a-ad11-a19b7b116fc9,,10800.01,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_d32af736-02c6-4216-aea5-409919921e32
157,1584,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_8293914e-64c4-4f4f-9bda-297d3e07bb63,,8598.62,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_d32af736-02c6-4216-aea5-409919921e32
158,1832,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_8751554c-6982-43fc-876d-3653819b9c68,,29859.66,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_5e6c0057-5095-4ab1-a6cc-e00a47d94182
159,1832,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_21b28308-c292-43c9-b9cb-29f58d4c6d8f,,19696.64,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_5e6c0057-5095-4ab1-a6cc-e00a47d94182
160,331,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_f2a73843-73df-4f1e-a97a-50678b99e257,,23958.58,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_43ed21aa-f68f-4a01-b9f8-d25149d576df
161,331,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c56cafd6-b6ff-46c7-b6bd-af4ce95fa74b,,57558.16,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_43ed21aa-f68f-4a01-b9f8-d25149d576df
162,255,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_46f880d2-71d1-4d42-9822-1341307c842a,,46404.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c1c6341a-0854-432d-bf26-3d521be5b5a3
163,255,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_16bbc742-b910-419a-9e1d-07345e9f5658,,24170.1,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c1c6341a-0854-432d-bf26-3d521be5b5a3
164,12684,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_b08cbfbe-cd5a-4935-928f-934105a024a7,,7836.55,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_1bb5a989-9387-4ff0-804f-e62ba38aa5ec
165,12684,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_43e86eeb-4874-4255-bb23-57b4ad2f5dbc,,4034.28,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_1bb5a989-9387-4ff0-804f-e62ba38aa5ec
166,15004,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_40c04a18-92bb-4f52-87ea-49794f332c77,,48893.22,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_2de3a7c3-a1a9-4d4c-9810-d35ce7445ccc
167,15004,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_889a5684-0a87-4f38-8dc0-e67498f7830f,,29965.12,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_2de3a7c3-a1a9-4d4c-9810-d35ce7445ccc
168,10331,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_cb2a235d-c128-4734-bcd3-03bd89638429,,2768.08,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_93115d3e-9c64-4c35-8fd4-11c1efdbca6b
169,10331,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_bb64a49d-4b5a-4d3c-a038-448eab3526e2,,9352.64,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_93115d3e-9c64-4c35-8fd4-11c1efdbca6b
170,327,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_f625168c-0fb8-4a85-883a-a87e61d89630,,9216.47,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a8e7444f-cf74-44e6-ba9c-12c313dc2adb
171,327,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c713f7c7-b26e-42b7-9653-39074939d896,,12274.92,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a8e7444f-cf74-44e6-ba9c-12c313dc2adb
172,1354,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_863f98dd-7d94-47aa-9876-e4fefb912391,,12215.43,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_981fa431-f4af-4877-b429-228a851fab80
173,1354,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_8a456601-a2b1-4e6b-91a6-799deb58a473,,6328.32,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_981fa431-f4af-4877-b429-228a851fab80
174,12831,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_b9e8512a-3f6b-4df2-a774-918bd433f97b,,1562.11,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_bfa52f1e-83e8-4034-882c-49404e23ea89
175,12831,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_ec1f7429-1fcf-488d-a374-1d36d04d9918,,4804.4,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_bfa52f1e-83e8-4034-882c-49404e23ea89
176,1882,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_420c8cab-8b6a-4765-90cb-a2856f5f6907,,31251.25,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_5b8d3022-2c4e-4df5-953d-e7e51bad5bf8
177,1882,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_2929ed8e-c4fa-4749-81f6-59f3936499bd,,9111.16,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_5b8d3022-2c4e-4df5-953d-e7e51bad5bf8
178,392,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d356bc2c-1eae-4700-b01e-e58cc70ff8ee,,26811.65,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_64d42c6f-75d1-40d4-aed6-2f2fc6f72b35
179,392,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e9957be9-5d53-45cc-a2a1-6d1ad6aee96e,,21432.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_64d42c6f-75d1-40d4-aed6-2f2fc6f72b35
180,12020,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e4511875-a6d2-4a38-9b73-ed8d7ec1d64e,,-8275.81,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_02943e3d-fb85-40be-9298-f7c7139267bd
181,12020,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_43503b5b-fe28-4642-b8ca-7b38cfdbcd1f,,33006.12,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_02943e3d-fb85-40be-9298-f7c7139267bd
182,571,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c828b413-8a30-4672-b937-d50fa52cd676,,32038.19,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_057f7916-8f80-43de-bcb1-1439a09dc2a6
183,571,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a5990f70-f2d3-47c3-881c-42c9cecae91d,,11078.24,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_057f7916-8f80-43de-bcb1-1439a09dc2a6
184,241,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_8e7e121d-b537-4c25-98e3-b4610ce32666,,56038.07,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_95926758-f771-4906-a7b6-a7bb1e106aca
185,241,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_5dc1e412-f73b-44d9-a2a9-a888a7744277,,34434.2,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_95926758-f771-4906-a7b6-a7bb1e106aca
186,1828,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_7c31a35a-7d9a-4adf-82a8-b6606da0a7e8,,1316.32,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_dfee7728-abe8-4e18-ba4f-fd46c9cf1497
187,1828,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_16f50b00-0b39-4de2-91dd-19fe4ccf66cd,,6804.28,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_dfee7728-abe8-4e18-ba4f-fd46c9cf1497
188,1246,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_09cb0173-d199-480e-9d30-40b6e2bed6da,,18019.26,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f70f0abe-1dd1-42c0-8653-52e858643df7
189,1246,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_88669ce4-9e06-4733-9227-6fd350684c0e,,43442.86,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f70f0abe-1dd1-42c0-8653-52e858643df7
190,538,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_2d32136f-4f21-46f2-84a9-75af62c50a16,,6127.65,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a4205b44-4ec8-4939-aaa8-10a5f06699ab
191,538,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c3dcfc1f-fed8-44a9-926a-b348d4028b47,,3120.06,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a4205b44-4ec8-4939-aaa8-10a5f06699ab
192,538,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_2cb61489-dfb5-4c58-969e-1fb921f8b01e,,5453.89,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a1931084-9273-4038-b291-aa2d4e0c0129
193,538,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4bf39537-6697-4f34-a643-7144efcbb9b5,,3038.62,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a1931084-9273-4038-b291-aa2d4e0c0129
194,197,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_1b6283c4-f6ab-4510-8eb3-4301f34e50b4,,3239.03,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_b81582c7-6800-4591-bab3-9da621008226
195,197,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_afd4723b-10f3-4d68-9f28-7e34abbfd862,,15711.22,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_b81582c7-6800-4591-bab3-9da621008226
196,87,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c5ea65e4-40d2-4b2f-a582-6baab09c4a7f,,2158.04,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_994bafdf-a40c-4e5b-9c21-5756bf5d2df7
197,87,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_594556ff-1b5d-4674-a8e4-c9852a0d7b29,,12590.7,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_994bafdf-a40c-4e5b-9c21-5756bf5d2df7
198,1512,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_99ca66f0-bb06-4f00-99ba-d257cea572e7,,-6267.73,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_8920ec87-5bfd-4a5b-8e0b-18d96bd2aa71
199,1512,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_1841eeb4-a22a-462c-b67d-8a2a94a86071,,34016.92,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_8920ec87-5bfd-4a5b-8e0b-18d96bd2aa71
200,607,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4b56a32a-1502-4c24-8873-9b848a028c3a,,22.92,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a732785f-45e7-407a-b833-9e3a83a3f3bb
201,607,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_5de61bc7-6a00-4fa9-ad07-da5af252fe01,,134.22,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a732785f-45e7-407a-b833-9e3a83a3f3bb
202,392,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e9aebd01-00c7-4f7d-8eb3-316044bcfdc7,,20.29,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_894a3dbe-dcd8-4621-87f0-791275bb9c2f
203,392,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_2eac001b-7c90-4d49-8639-91cb423cfae4,,81.26,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_894a3dbe-dcd8-4621-87f0-791275bb9c2f
204,330,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_83ba6103-2364-4dd1-87d0-5f849724ab2f,,13.28,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_bb258b2c-e048-489f-990e-1197790c7d9c
205,330,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_65de3c0a-9216-4a8c-8281-20c3537bf725,,2.68,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_bb258b2c-e048-489f-990e-1197790c7d9c
206,1640,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_0db8387a-2646-45a2-84c1-a92d55adb03e,,36238.2,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_2c2462f4-a29c-4896-a34b-67b817ef60df
207,1640,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_133d3891-e616-419f-bc3d-a4b40e366783,,22867.2,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_2c2462f4-a29c-4896-a34b-67b817ef60df
